古典鸡尾酒,Y,芝华士威士忌,50ml,方糖,1块,安格斯图拉苦酒,2-3滴,苏打水,几滴
粉红鸡尾酒,R,马爹利甘味美思,3份,波士樱桃白兰地,2份,樱桃酒,5份,,
